Comune,Cratere Centro Italia 2016,Ricavi delle vendite migl EUR Ultimo anno disp.,Dipendenti Ultimo anno disp.,Stato giuridico,ateco2,ComuneOP,costituzione,ubilancio
San Severino Marche,1.0,1293.0,1,Fallita,46,San Severino Marche,2004,2012
San Severino Marche,1.0,1025.0,0,Cessata (In liquidazione),41,San Severino Marche,2001,2008
San Severino Marche,1.0,1020.0,18,Fallita,15,San Severino Marche,1986,1997
San Severino Marche,1.0,908.0,13,Fallita,15,San Severino Marche,2003,2013
San Severino Marche,1.0,810.0,0,Cessata (Scissione),41,San Severino Marche,2009,2012
San Severino Marche,1.0,790.0,3,Cessata (In liquidazione),49,San Severino Marche,1974,2013
San Severino Marche,1.0,768.0,0,Fallita,82,San Severino Marche,2005,2010
San Severino Marche,1.0,690.0,5,Fallita,41,San Severino Marche,2007,2011
San Severino Marche,1.0,627.0,44,Fallita,14,San Severino Marche,1974,2004
San Severino Marche,1.0,470.0,0,Cessata (Fusione),25,San Severino Marche,2008,2011
San Severino Marche,1.0,395.0,14,Cessata (In liquidazione),15,San Severino Marche,1994,2008
San Severino Marche,1.0,370.0,0,Cessata (Fusione),43,San Severino Marche,2003,2010
San Severino Marche,1.0,349.0,2,Cessata,46,San Severino Marche,2004,2008
San Severino Marche,1.0,310.0,0,Cessata,55,San Severino Marche,2001,2019
San Severino Marche,1.0,251.0,0,Cessata (In liquidazione),46,San Severino Marche,2004,2006
San Severino Marche,1.0,213.0,0,Cessata (Fusione),46,San Severino Marche,2007,2009
San Severino Marche,1.0,213.0,2,Cessata,47,San Severino Marche,1991,2012
San Severino Marche,1.0,199.0,1,Cessata,47,San Severino Marche,1992,2014
San Severino Marche,1.0,180.0,0,In liquidazione,47,San Severino Marche,2006,2015
San Severino Marche,1.0,168.0,0,Cessata (Fusione),35,San Severino Marche,2011,2017
San Severino Marche,1.0,148.0,0,In liquidazione,62,San Severino Marche,2000,2010
San Severino Marche,1.0,138.0,1,In liquidazione,77,San Severino Marche,2008,2014
San Severino Marche,1.0,121.0,2,Cessata,16,San Severino Marche,2001,2013
San Severino Marche,1.0,118.0,7,Fallita,42,San Severino Marche,2009,2013
San Severino Marche,1.0,115.0,0,Cessata (In liquidazione),26,San Severino Marche,1999,2012
San Severino Marche,1.0,110.0,1,Cessata,15,San Severino Marche,2013,2016
San Severino Marche,1.0,85.0,0,In liquidazione,52,San Severino Marche,2009,2010
San Severino Marche,1.0,81.0,0,Cessata (In liquidazione),70,San Severino Marche,2006,2009
San Severino Marche,1.0,75.0,0,In liquidazione,41,San Severino Marche,2013,2015
San Severino Marche,1.0,66.0,2,In liquidazione,01,San Severino Marche,1972,2013
San Severino Marche,1.0,56.0,0,Fallita,56,San Severino Marche,2000,2009
San Severino Marche,1.0,55.0,2,Cessata,56,San Severino Marche,2012,2014
San Severino Marche,1.0,47.0,0,Fallita,08,San Severino Marche,1989,2015
San Severino Marche,1.0,36,0,Cessata (In liquidazione),56,San Severino Marche,2010,2010
San Severino Marche,1.0,35,3,Cessata (In liquidazione),43,San Severino Marche,2007,2012
San Severino Marche,1.0,34,1,Cessata (In liquidazione),31,San Severino Marche,1979,2014
San Severino Marche,1.0,26,0,Cessata (In liquidazione),73,San Severino Marche,2006,2013
San Severino Marche,1.0,16,0,Cessata (In liquidazione),68,San Severino Marche,2004,2020
San Severino Marche,1.0,15,0,In liquidazione,14,San Severino Marche,1988,2009
San Severino Marche,1.0,14,0,Cessata,01,San Severino Marche,2003,2009
San Severino Marche,1.0,12,0,In liquidazione,25,San Severino Marche,1999,2020
San Severino Marche,1.0,12,0,Cessata (In liquidazione),68,San Severino Marche,2007,2017
San Severino Marche,1.0,10,0,In liquidazione,68,San Severino Marche,2007,2020
San Severino Marche,1.0,6,0,Cessata (In liquidazione),46,San Severino Marche,2011,2017
San Severino Marche,1.0,4,0,Fallita,47,San Severino Marche,2008,2008
San Severino Marche,1.0,2,0,Cessata,41,San Severino Marche,2002,2012
San Severino Marche,1.0,2,0,Fallita,46,San Severino Marche,1999,2020
San Severino Marche,1.0,0,0,Cessata (In liquidazione),46,San Severino Marche,2003,2009
San Severino Marche,1.0,0,0,Cessata (In liquidazione),56,San Severino Marche,1998,2012
San Severino Marche,1.0,0,0,In liquidazione,41,San Severino Marche,2008,2019
San Severino Marche,1.0,0,0,Cessata,38,San Severino Marche,2011,2012
San Severino Marche,1.0,0,0,Cessata (In liquidazione),35,San Severino Marche,2009,2012
San Severino Marche,1.0,0,0,Cessata (In liquidazione),41,San Severino Marche,2009,2017
San Severino Marche,1.0,0,0,Cessata (In liquidazione),56,San Severino Marche,2008,2014
San Severino Marche,1.0,0,0,Cessata,41,San Severino Marche,2008,2008
San Severino Marche,1.0,0,0,Cessata (In liquidazione),68,San Severino Marche,2007,2017
San Severino Marche,1.0,0,0,Cessata,14,San Severino Marche,2007,2018
San Severino Marche,1.0,0,0,Cessata (In liquidazione),68,San Severino Marche,2007,2012
San Severino Marche,1.0,0,0,Cessata (In liquidazione),28,San Severino Marche,2006,2014
San Severino Marche,1.0,0,0,Cessata,68,San Severino Marche,2006,2008
San Severino Marche,1.0,0,0,Cessata (In liquidazione),41,San Severino Marche,2006,2013
San Severino Marche,1.0,0,0,Cessata (In liquidazione),41,San Severino Marche,2005,2007
San Severino Marche,1.0,0,0,Cessata (In liquidazione),41,San Severino Marche,2003,2008
San Severino Marche,1.0,0,0,Cessata (In liquidazione),41,San Severino Marche,2003,2013
San Severino Marche,1.0,0,0,In liquidazione,41,San Severino Marche,2003,2019
San Severino Marche,1.0,0,0,Cessata,47,San Severino Marche,2003,2015
San Severino Marche,1.0,0,0,Cessata (In liquidazione),46,San Severino Marche,2002,2015
San Severino Marche,1.0,0,0,Cessata (Fusione),68,San Severino Marche,2002,2009
San Severino Marche,1.0,0,0,Cessata,14,San Severino Marche,2001,2008
San Severino Marche,1.0,0,0,Cessata (In liquidazione),25,San Severino Marche,1999,2008
San Severino Marche,1.0,0,0,Cessata,41,San Severino Marche,1999,2007
San Severino Marche,1.0,0,0,Cessata,73,San Severino Marche,1998,2007
San Severino Marche,1.0,0,0,Cessata,77,San Severino Marche,1997,2008
San Severino Marche,1.0,0,0,Cessata,45,San Severino Marche,1997,2018
San Severino Marche,1.0,0,0,Cessata (Fusione),23,San Severino Marche,1997,2008
San Severino Marche,1.0,0,0,Fallita,14,San Severino Marche,1996,2003
San Severino Marche,1.0,0,0,Cessata (In liquidazione),68,San Severino Marche,1994,2010
San Severino Marche,1.0,0,0,Cessata (In liquidazione),45,San Severino Marche,1992,2009
San Severino Marche,1.0,0,0,In liquidazione,41,San Severino Marche,1991,2020
San Severino Marche,1.0,0,0,Cessata,46,San Severino Marche,1989,2010
San Severino Marche,1.0,0,0,In liquidazione,14,San Severino Marche,1986,2009
San Severino Marche,1.0,0,0,Cessata (In liquidazione),41,San Severino Marche,1983,2014
San Severino Marche,1.0,0,0,Cessata (In liquidazione),02,San Severino Marche,1979,2013
San Severino Marche,1.0,0,0,Cessata (In liquidazione),49,San Severino Marche,1978,2009
San Severino Marche,1.0,0,0,Cessata (Fusione),70,San Severino Marche,1964,2019
Sant'Angelo in Pontano,1.0,4324.0,15,Cessata (Fusione),22,Sant'Angelo in Pontano,1996,2018
Sant'Angelo in Pontano,1.0,3897.0,11,Cessata (Fusione),22,Sant'Angelo in Pontano,2006,2018
Sant'Angelo in Pontano,1.0,2653.0,3,Cessata (Fusione),22,Sant'Angelo in Pontano,2012,2018
Sant'Angelo in Pontano,1.0,294.0,0,In liquidazione,45,Sant'Angelo in Pontano,2010,2017
Sant'Angelo in Pontano,1.0,18,0,Cessata (Fusione),46,Sant'Angelo in Pontano,2003,2008
Sant'Angelo in Pontano,1.0,8,5,Cessata,13,Sant'Angelo in Pontano,2006,2011
Sant'Angelo in Pontano,1.0,0,0,In liquidazione,68,Sant'Angelo in Pontano,1993,2020
Sant'Angelo in Pontano,1.0,0,0,In liquidazione,35,Sant'Angelo in Pontano,2012,2020
Sant'Angelo in Pontano,1.0,0,0,Cessata,46,Sant'Angelo in Pontano,2008,2008
Sarnano,1.0,147.0,0,Fallita,47,Sarnano,2002,2004
Sarnano,1.0,131.0,0,Cessata (In liquidazione),56,Sarnano,2013,2015
Sarnano,1.0,130.0,0,In liquidazione,68,Sarnano,2003,2017
Sarnano,1.0,114.0,0,Cessata (In liquidazione),47,Sarnano,2002,2014
Sarnano,1.0,46.0,1,Cessata,82,Sarnano,2009,2014
Sarnano,1.0,14,0,Cessata (In liquidazione),43,Sarnano,2005,2009
Sarnano,1.0,12,0,Cessata (In liquidazione),70,Sarnano,2006,2008
Sarnano,1.0,9,0,Cessata,79,Sarnano,2011,2014
Sarnano,1.0,8,0,Cessata (In liquidazione),68,Sarnano,2000,2012
Sarnano,1.0,7,0,In liquidazione,68,Sarnano,1984,2007
Sarnano,1.0,0,1,Cessata (In liquidazione),90,Sarnano,2009,2013
Sarnano,1.0,0,0,Cessata,55,Sarnano,2008,2016
Sarnano,1.0,0,0,Cessata (Fusione),02,Sarnano,2003,2019
Sarnano,1.0,0,0,Fallita,68,Sarnano,2002,2012
Sarnano,1.0,0,0,Cessata,55,Sarnano,2001,2007
Sarnano,1.0,0,0,Cessata (In liquidazione),47,Sarnano,1986,2013
Sarnano,1.0,0,0,Fallita,49,Sarnano,1981,2019
Sarnano,1.0,0,4,Fallita,55,Sarnano,1963,2012
Sefro,1.0,171.0,0,Cessata (In liquidazione),47,Sefro,2008,2014
Sefro,1.0,0,0,Cessata,01,Sefro,2011,2016
Sefro,1.0,0,0,Cessata (In liquidazione),11,Sefro,2006,2019
Serrapetrona,1.0,308.0,2,Cessata (In liquidazione),47,Serrapetrona,2006,2012
Serrapetrona,1.0,0,0,Cessata (In liquidazione),01,Serrapetrona,2012,2018
Serrapetrona,1.0,0,0,Cessata,01,Serrapetrona,1998,2017
Serravalle di Chienti,1.0,13,0,Cessata (In liquidazione),70,Serravalle di Chienti,2008,2012
Serravalle di Chienti,1.0,0,0,Cessata,56,Serravalle di Chienti,2005,2012
Serravalle di Chienti,1.0,0,0,Cessata,23,Serravalle di Chienti,1998,2017
Tolentino,1.0,13275.0,155,Fallita,28,Tolentino,2001,2002
Tolentino,1.0,6640.0,0,Fallita,28,Tolentino,1964,2003
Tolentino,1.0,4521.0,51,Fallita,15,Tolentino,2000,2001
Tolentino,1.0,4361.0,32,Fallita,23,Tolentino,1963,2014
Tolentino,1.0,4081.0,60,Fallita,15,Tolentino,2005,2008
Tolentino,1.0,4004.0,3,Fallita,46,Tolentino,1990,2001
Tolentino,1.0,3986.0,0,Cessata,41,Tolentino,2003,2007
Tolentino,1.0,3812.0,17,Cessata (Fusione),18,Tolentino,2001,2018
Tolentino,1.0,2669.0,24,Fallita,16,Tolentino,1970,2013
Tolentino,1.0,2227.0,4,In liquidazione,15,Tolentino,2014,2020
Tolentino,1.0,2079.0,0,Cessata,41,Tolentino,2014,2016
Tolentino,1.0,2019.0,11,Cessata,17,Tolentino,1990,2012
Tolentino,1.0,1340.0,0,Cessata (In liquidazione),41,Tolentino,2003,2009
Tolentino,1.0,1323.0,3,Fallita,45,Tolentino,2012,2016
Tolentino,1.0,1290.0,25,Fallita,62,Tolentino,1987,2014
Tolentino,1.0,1233.0,4,In liquidazione,46,Tolentino,2008,2013
Tolentino,1.0,1186.0,0,Cessata (Fusione),46,Tolentino,2004,2009
Tolentino,1.0,1174.0,1,Cessata,46,Tolentino,2012,2014
Tolentino,1.0,1013.0,0,Cessata (Fusione),46,Tolentino,2003,2009
Tolentino,1.0,813.0,0,Cessata (In liquidazione),41,Tolentino,2004,2018
Tolentino,1.0,781.0,15,Fallita,41,Tolentino,1998,2009
Tolentino,1.0,761.0,0,Cessata,41,Tolentino,2001,2006
Tolentino,1.0,663.0,2,Fallita,47,Tolentino,2011,2011
Tolentino,1.0,661.0,3,Fallita,38,Tolentino,2010,2013
Tolentino,1.0,657.0,2,Cessata (In liquidazione),43,Tolentino,2009,2014
Tolentino,1.0,620.0,0,In liquidazione,68,Tolentino,2013,2020
Tolentino,1.0,615.0,2,Cessata (Fusione),46,Tolentino,1992,2014
Tolentino,1.0,596.0,8,Fallita,55,Tolentino,2010,2014
Tolentino,1.0,588.0,6,Cessata (In liquidazione),10,Tolentino,1993,2013
Tolentino,1.0,552.0,10,Cessata,25,Tolentino,2004,2008
Tolentino,1.0,543.0,0,In liquidazione,68,Tolentino,2005,2006
Tolentino,1.0,534.0,9,Cessata (Fusione),47,Tolentino,2005,2014
Tolentino,1.0,530.0,4,Fallita,47,Tolentino,2009,2018
Tolentino,1.0,522.0,13,Fallita,24,Tolentino,1971,2014
Tolentino,1.0,518.0,8,Fallita,14,Tolentino,2011,2016
Tolentino,1.0,482.0,0,Cessata,68,Tolentino,2004,2012
Tolentino,1.0,454.0,2,In liquidazione,43,Tolentino,2013,2017
Tolentino,1.0,425.0,3,Fallita,46,Tolentino,1997,2011
Tolentino,1.0,410.0,2,In liquidazione,47,Tolentino,2005,2020
Tolentino,1.0,400.0,0,Cessata (In liquidazione),41,Tolentino,2000,2012
Tolentino,1.0,382.0,3,In liquidazione,49,Tolentino,2005,2010
Tolentino,1.0,371.0,19,Fallita,18,Tolentino,1989,2002
Tolentino,1.0,350.0,0,Cessata,18,Tolentino,2005,2005
Tolentino,1.0,330.0,0,Cessata (In liquidazione),68,Tolentino,1995,2013
Tolentino,1.0,324.0,0,Fallita,15,Tolentino,2006,2009
Tolentino,1.0,319.0,5,In liquidazione,16,Tolentino,1996,2016
Tolentino,1.0,297.0,0,Cessata,68,Tolentino,2004,2011
Tolentino,1.0,274.0,1,Fallita,46,Tolentino,2009,2013
Tolentino,1.0,253.0,0,In liquidazione,68,Tolentino,2007,2019
Tolentino,1.0,246.0,1,Fallita,43,Tolentino,1976,2014
Tolentino,1.0,245.0,4,Cessata (In liquidazione),47,Tolentino,2010,2014
Tolentino,1.0,245.0,0,Cessata,70,Tolentino,1999,2005
Tolentino,1.0,237.0,1,In liquidazione,47,Tolentino,2008,2019
Tolentino,1.0,225.0,1,Fallita,14,Tolentino,1978,2012
Tolentino,1.0,224.0,3,Cessata (In liquidazione),47,Tolentino,2002,2013
Tolentino,1.0,215.0,9,Cessata (In liquidazione),15,Tolentino,2010,2012
Tolentino,1.0,186.0,0,Fallita,68,Tolentino,2007,2009
Tolentino,1.0,179.0,0,Fallita,14,Tolentino,2009,2009
Tolentino,1.0,170.0,6,Fallita,15,Tolentino,1998,2007
Tolentino,1.0,154.0,3,Cessata,17,Tolentino,2002,2015
Tolentino,1.0,153.0,5,Cessata,41,Tolentino,2010,2011
Tolentino,1.0,153.0,2,Cessata,47,Tolentino,2011,2013
Tolentino,1.0,149.0,0,In liquidazione,47,Tolentino,2006,2016
Tolentino,1.0,144.0,5,Cessata,47,Tolentino,2012,2012
Tolentino,1.0,132.0,5,Fallita,31,Tolentino,1991,2012
Tolentino,1.0,122.0,2,Cessata (In liquidazione),43,Tolentino,2009,2014
Tolentino,1.0,120.0,0,Fallita,27,Tolentino,2003,2014
Tolentino,1.0,120.0,1,In liquidazione,15,Tolentino,1987,2020
Tolentino,1.0,117.0,9,Fallita,13,Tolentino,2009,2012
Tolentino,1.0,113.0,3,Fallita,74,Tolentino,2007,2014
Tolentino,1.0,103.0,4,Fallita,56,Tolentino,2013,2020
Tolentino,1.0,100.0,0,Cessata (In liquidazione),41,Tolentino,2014,2020
Tolentino,1.0,95.0,0,Cessata (In liquidazione),25,Tolentino,2003,2012
Tolentino,1.0,80.0,0,In liquidazione,15,Tolentino,1943,2019
Tolentino,1.0,80.0,0,Cessata,74,Tolentino,2007,2011
Tolentino,1.0,76.0,3,Cessata,15,Tolentino,2012,2015
Tolentino,1.0,74.0,3,Cessata (In liquidazione),31,Tolentino,2013,2014
Tolentino,1.0,72.0,1,Cessata,47,Tolentino,2002,2008
Tolentino,1.0,72.0,0,Cessata,68,Tolentino,1982,2018
Tolentino,1.0,71.0,3,In liquidazione,43,Tolentino,2009,2013
Tolentino,1.0,69.0,0,Fallita,43,Tolentino,2002,2008
Tolentino,1.0,60.0,0,Cessata,41,Tolentino,2006,2019
Tolentino,1.0,53.0,0,In liquidazione,47,Tolentino,2013,2014
Tolentino,1.0,49.0,0,Fallita,41,Tolentino,1994,2014
Tolentino,1.0,44.0,0,Cessata (In liquidazione),17,Tolentino,1996,2011
Tolentino,1.0,43.0,0,Cessata,70,Tolentino,2006,2012
Tolentino,1.0,40,1,Cessata (In liquidazione),47,Tolentino,2006,2008
Tolentino,1.0,39,0,Cessata,15,Tolentino,2012,2018
Tolentino,1.0,39,5,Cessata (In liquidazione),49,Tolentino,2014,2018
Tolentino,1.0,33,0,Cessata,47,Tolentino,1998,2016
Tolentino,1.0,33,1,Cessata (In liquidazione),88,Tolentino,2001,2008
Tolentino,1.0,29,0,Cessata (In liquidazione),74,Tolentino,2013,2014
Tolentino,1.0,28,0,Cessata,43,Tolentino,2011,2011
Tolentino,1.0,26,2,Cessata (In liquidazione),43,Tolentino,2012,2016
Tolentino,1.0,25,0,Cessata,68,Tolentino,2001,2006
Tolentino,1.0,25,0,Fallita,47,Tolentino,1998,2010
Tolentino,1.0,18,0,Cessata (In liquidazione),47,Tolentino,1987,2017
Tolentino,1.0,16,0,Cessata,46,Tolentino,2010,2011
Tolentino,1.0,14,0,Cessata,68,Tolentino,2011,2017
Tolentino,1.0,14,0,Fallita,15,Tolentino,2001,2010
Tolentino,1.0,13,0,Cessata (In liquidazione),46,Tolentino,1999,2009
Tolentino,1.0,12,0,Cessata,47,Tolentino,2014,2015
Tolentino,1.0,11,0,Cessata (In liquidazione),46,Tolentino,1996,2015
Tolentino,1.0,11,0,Cessata (Fusione),41,Tolentino,1994,2011
Tolentino,1.0,11,0,Cessata,46,Tolentino,2011,2018
Tolentino,1.0,10,0,Cessata,47,Tolentino,2013,2013
Tolentino,1.0,7,0,Cessata,41,Tolentino,1997,2005
Tolentino,1.0,7,0,Cessata,14,Tolentino,1984,2014
Tolentino,1.0,6,0,Cessata (In liquidazione),27,Tolentino,1996,2014
Tolentino,1.0,6,0,Cessata (In liquidazione),82,Tolentino,2014,2020
Tolentino,1.0,5,0,In liquidazione,27,Tolentino,2009,2017
Tolentino,1.0,4,0,Cessata (In liquidazione),47,Tolentino,2006,2016
Tolentino,1.0,3,0,In liquidazione,62,Tolentino,1994,2019
Tolentino,1.0,0,0,In liquidazione,29,Tolentino,2009,2017
Tolentino,1.0,0,0,Cessata,46,Tolentino,2009,2009
Tolentino,1.0,0,0,In liquidazione,68,Tolentino,1981,2019
Tolentino,1.0,0,0,Cessata (In liquidazione),46,Tolentino,2014,2016
Tolentino,1.0,0,0,Cessata (In liquidazione),46,Tolentino,2014,2020
Tolentino,1.0,0,0,Cessata (In liquidazione),46,Tolentino,2012,2016
Tolentino,1.0,0,1,Cessata (In liquidazione),41,Tolentino,2012,2016
Tolentino,1.0,0,0,In liquidazione,71,Tolentino,2012,2020
Tolentino,1.0,0,0,Cessata (In liquidazione),46,Tolentino,2012,2012
Tolentino,1.0,0,0,In liquidazione,46,Tolentino,2012,2018
Tolentino,1.0,0,0,Cessata (In liquidazione),49,Tolentino,2005,2008
Tolentino,1.0,0,0,Cessata,35,Tolentino,2011,2011
Tolentino,1.0,0,0,Cessata,68,Tolentino,2010,2012
Tolentino,1.0,0,0,Cessata (Fusione),64,Tolentino,2005,2009
Tolentino,1.0,0,0,In liquidazione,77,Tolentino,2010,2017
Tolentino,1.0,0,0,Cessata,47,Tolentino,2010,2011
Tolentino,1.0,0,0,In liquidazione,47,Tolentino,1995,2019
Tolentino,1.0,0,0,Cessata (In liquidazione),46,Tolentino,2010,2016
Tolentino,1.0,0,0,In liquidazione,15,Tolentino,2009,2019
Tolentino,1.0,0,0,Cessata (Fusione),35,Tolentino,2009,2012
Tolentino,1.0,0,0,Cessata (Fusione),47,Tolentino,2009,2014
Tolentino,1.0,0,0,Cessata (In liquidazione),46,Tolentino,2003,2010
Tolentino,1.0,0,0,Cessata (In liquidazione),45,Tolentino,2009,2020
Tolentino,1.0,0,0,Cessata (Fusione),47,Tolentino,2009,2014
Tolentino,1.0,0,0,Cessata (In liquidazione),41,Tolentino,2008,2009
Tolentino,1.0,0,0,In liquidazione,41,Tolentino,2008,2016
Tolentino,1.0,0,0,Fallita,68,Tolentino,2008,2013
Tolentino,1.0,0,0,Cessata,45,Tolentino,2007,2011
Tolentino,1.0,0,0,Cessata,41,Tolentino,2007,2017
Tolentino,1.0,0,0,Cessata (In liquidazione),38,Tolentino,2007,2013
Tolentino,1.0,0,0,In liquidazione,15,Tolentino,2007,2020
Tolentino,1.0,0,0,Cessata,82,Tolentino,2007,2015
Tolentino,1.0,0,0,Cessata (In liquidazione),90,Tolentino,2006,2012
Tolentino,1.0,0,0,Cessata (In liquidazione),82,Tolentino,2006,2008
Tolentino,1.0,0,0,In liquidazione,10,Tolentino,2006,2019
Tolentino,1.0,0,0,Cessata,56,Tolentino,2006,2014
Tolentino,1.0,0,0,Cessata (In liquidazione),35,Tolentino,2006,2008
Tolentino,1.0,0,0,Cessata (In liquidazione),14,Tolentino,2001,2015
Tolentino,1.0,0,0,Cessata (In liquidazione),46,Tolentino,2006,2011
Tolentino,1.0,0,0,Cessata,68,Tolentino,2006,2008
Tolentino,1.0,0,0,Cessata,68,Tolentino,2006,2016
Tolentino,1.0,0,0,Cessata,46,Tolentino,2005,2007
Tolentino,1.0,0,0,In liquidazione,41,Tolentino,2005,2019
Tolentino,1.0,0,0,Cessata (In liquidazione),82,Tolentino,2005,2011
Tolentino,1.0,0,0,Fallita,68,Tolentino,2005,2014
Tolentino,1.0,0,0,Cessata (In liquidazione),46,Tolentino,2005,2009
Tolentino,1.0,0,0,In liquidazione,43,Tolentino,2005,2019
Tolentino,1.0,0,0,Cessata,46,Tolentino,2005,2010
Tolentino,1.0,0,0,Cessata,68,Tolentino,2004,2011
Tolentino,1.0,0,0,Cessata (In liquidazione),68,Tolentino,2003,2017
Tolentino,1.0,0,0,Cessata,14,Tolentino,2003,2007
Tolentino,1.0,0,0,Cessata,68,Tolentino,2003,2016
Tolentino,1.0,0,0,In liquidazione,14,Tolentino,2003,2013
Tolentino,1.0,0,0,Cessata,46,Tolentino,2003,2015
Tolentino,1.0,0,4,Cessata (In liquidazione),56,Tolentino,2002,2012
Tolentino,1.0,0,0,In liquidazione,15,Tolentino,2002,2008
Tolentino,1.0,0,0,Cessata (In liquidazione),68,Tolentino,2002,2018
Tolentino,1.0,0,0,Cessata (In liquidazione),41,Tolentino,2002,2010
Tolentino,1.0,0,0,Cessata,41,Tolentino,2002,2007
Tolentino,1.0,0,0,Cessata (In liquidazione),16,Tolentino,2002,2015
Tolentino,1.0,0,0,In liquidazione,14,Tolentino,2002,2016
Tolentino,1.0,0,0,Cessata (In liquidazione),70,Tolentino,2006,2009
Tolentino,1.0,0,0,In liquidazione,41,Tolentino,2000,2017
Tolentino,1.0,0,0,In liquidazione,68,Tolentino,2000,2020
Tolentino,1.0,0,0,Fallita,41,Tolentino,1999,2013
Tolentino,1.0,0,0,Cessata,35,Tolentino,1999,2007
Tolentino,1.0,0,0,Cessata (In liquidazione),46,Tolentino,1998,2014
Tolentino,1.0,0,0,Cessata (In liquidazione),14,Tolentino,1998,2013
Tolentino,1.0,0,0,Cessata (In liquidazione),41,Tolentino,1997,2015
Tolentino,1.0,0,0,Cessata,68,Tolentino,1995,2005
Tolentino,1.0,0,0,Cessata,46,Tolentino,1996,2010
Tolentino,1.0,0,0,Cessata (In liquidazione),45,Tolentino,1995,2019
Tolentino,1.0,0,0,Cessata (In liquidazione),38,Tolentino,1995,2014
Tolentino,1.0,0,0,Cessata (In liquidazione),15,Tolentino,1992,2010
Tolentino,1.0,0,0,Cessata,41,Tolentino,1991,2014
Tolentino,1.0,0,1,Cessata,14,Tolentino,1991,2014
Tolentino,1.0,0,0,Cessata (In liquidazione),11,Tolentino,1990,2010
Tolentino,1.0,0,0,Cessata (In liquidazione),23,Tolentino,1989,2013
Tolentino,1.0,0,0,In liquidazione,42,Tolentino,1989,2020
Tolentino,1.0,0,0,Cessata,49,Tolentino,1989,2020
Tolentino,1.0,0,0,Cessata,68,Tolentino,1982,2016
Tolentino,1.0,0,0,Cessata (In liquidazione),14,Tolentino,1980,2012
Tolentino,1.0,0,0,Fallita,16,Tolentino,1979,2013
Tolentino,1.0,0,9,Cessata,15,Tolentino,1979,2013
Tolentino,1.0,0,0,Cessata,68,Tolentino,1979,2006
Tolentino,1.0,0,0,Fallita,10,Tolentino,1973,2017
Treia,1.0,20235.0,0,Cessata (Fusione),46,Treia,1999,2009
Treia,1.0,16742.0,0,Cessata (Fusione),46,Treia,2001,2009
Treia,1.0,11735.0,2,Cessata (Fusione),68,Treia,1992,2012
Treia,1.0,7543.0,161,Cessata (Fusione),63,Treia,1993,2017
Treia,1.0,5720.0,0,Cessata,45,Treia,1999,2010
Treia,1.0,5020.0,25,Cessata (Fusione),31,Treia,2005,2015
Treia,1.0,3782.0,36,Fallita,31,Treia,1998,2012
Treia,1.0,1707.0,0,Fallita,68,Treia,2002,2010
Treia,1.0,1503.0,26,In liquidazione,10,Treia,1976,2017
Treia,1.0,781.0,38,Cessata (Fusione),81,Treia,2001,2017
Treia,1.0,755.0,8,In liquidazione,15,Treia,2004,2017
Treia,1.0,730.0,4,Fallita,14,Treia,1997,2014
Treia,1.0,686.0,11,Fallita,31,Treia,1999,2010
Treia,1.0,580.0,0,Cessata,47,Treia,2009,2011
Treia,1.0,377.0,3,In liquidazione,47,Treia,2007,2020
Treia,1.0,350.0,5,Fallita,43,Treia,2005,2012
Treia,1.0,206.0,0,Cessata (In liquidazione),68,Treia,2011,2019
Treia,1.0,190.0,3,Cessata,43,Treia,2008,2017
Treia,1.0,157.0,0,In liquidazione,68,Treia,1985,2020
Treia,1.0,140.0,0,In liquidazione,41,Treia,2004,2020
Treia,1.0,139.0,0,Cessata (In liquidazione),33,Treia,2009,2016
Treia,1.0,133.0,0,Cessata (In liquidazione),25,Treia,2004,2010
Treia,1.0,132.0,0,Cessata (Fusione),01,Treia,1991,2020
Treia,1.0,100.0,0,Cessata,41,Treia,2006,2011
Treia,1.0,90.0,0,In liquidazione,41,Treia,2002,2020
Treia,1.0,40,0,Cessata (In liquidazione),68,Treia,2000,2011
Treia,1.0,27,1,Cessata (In liquidazione),46,Treia,2009,2012
Treia,1.0,23,15,Attiva (Stato di insolvenza),22,Treia,1968,2007
Treia,1.0,19,0,Cessata (In liquidazione),41,Treia,2004,2016
Treia,1.0,17,2,Cessata,10,Treia,2013,2014
Treia,1.0,7,0,In liquidazione,25,Treia,2007,2019
Treia,1.0,0,0,In liquidazione,24,Treia,2012,2020
Treia,1.0,0,0,Cessata (Fusione),68,Treia,2009,2018
Treia,1.0,0,0,Cessata,35,Treia,2011,2011
Treia,1.0,0,0,Cessata,49,Treia,2011,2015
Treia,1.0,0,0,In liquidazione,27,Treia,2010,2019
Treia,1.0,0,0,Fallita,01,Treia,2010,2010
Treia,1.0,0,0,Cessata (In liquidazione),31,Treia,2007,2016
