Comune,CRATER,PHONE_BEFORE,PHONE_AFTER,PCGH,MPE,MPE_INIT,MPE_END,DISTANCE FROM EPICENTER,AGRICOLTURE,OTHER SERV,PUBLIC ADMIN,REAL ESTATE,ENTERTAINMENT,HOSPITALITY,FINANCE,MANUFACTURING,TECH SERVICES,WHOLE/RETAIL SALES,CONSTRUCTIONS,MINING,WASTE MGMT,UTILITIES,EDUCATION,BUSINESS SUPPORT SERVICES,EXTRA,HEALTHCARE,COMMUNICATION AND INFORMATION SERV.,LOGISTICS,ABRUZZO,LAZIO,MARCHE,UMBRIA,ALT_MIN,ALT_MEAN,ALT_MED
Potenza Picena,0.0,21801.26009448515,24433.252452531644,0.1207266161056572,-2.311764132555216,4.844560821113212,-4.5589945115201065,66.36753576440226,0.0327668955243604,0.0,0.0,0.01546140954715,0.0,0.0176839120850077,0.0,0.5747091224719033,0.0080730902996774,0.1698712750557127,0.0951891830200806,0.0357282299869653,0.0003003381807915,0.0,0.0003303719988707,0.0062890815057755,0.0,0.0006667507613572,0.0165486337616155,0.0263817058007316,0,0,1,0,0,63.225,50
Prata d'Ansidonia,0.0,473.4522078673351,491.9636867088608,0.0390989386762195,3.447292500033352,-3.1059404754842124,5.50513983345668,56.15126203026035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7917485265225933,0.0,0.0,0.0,0.0,0.068762278978389,0.0,0.1394891944990176,0.0,0.0,1,0,0,0,675,862.7491,850
Preci,1.0,2246.6556594677977,1772.1751017179024,-0.2111941613083214,-39.69305334304388,-23.22630846497858,-44.86394337001009,11.108157371110996,0.2152626535412492,0.0,0.0,0.0018294276504922,0.0,0.0,0.0,0.0559282167436187,0.0,0.1061068037285477,0.6177367366495339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003136161686558,0,0,0,1,419,899.7516,900
Pretoro,0.0,2012.5346317007327,2451.598847197107,0.2181648000389112,-12.513849056075768,-2.7949576088715946,-15.565777001134132,91.08759246603114,0.0,0.0,0.0,0.0043187990343995,0.0,0.0087696137598068,0.0,0.7102444176222088,0.0118059746529873,0.0879413095956548,0.1507996378998189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0261202474351237,1,0,0,0,249,867.4198,800
Proceno,0.0,197.83528731199385,261.116263562387,0.3198669818220884,14.382446671337746,51.53538279667534,2.7156753509826137,107.77947839215696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2852022529441884,0.0,0.0,0.0,0.7147977470558116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,252,330.0448,325
Rapagnano,0.0,2868.9067971461627,3151.081193490054,0.0983560695051451,18.630353570541995,14.471537438110316,19.93630571970186,46.5466832667563,0.0001261065852858,0.0,0.0,0.0010845166334585,0.0,0.0149814623319629,0.0,0.7238013569068577,0.0,0.0056243537037504,0.2170042119599485,0.0,0.0,0.0130898635526747,0.0,0.0,0.0,0.0242881283260611,0.0,0.0,0,0,1,0,77,182.5526,180
Rapino,0.0,2026.729145777092,2481.9306849005425,0.2245990985386043,-9.480045750582857,-2.7266418208075445,-11.600750801103578,93.83770896593316,0.0,0.0,0.0,0.0,0.0,0.0150845649855249,0.0,0.8523541063538016,0.1325613286606734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,249,669.7843,536
Recanati,0.0,25815.20967990744,29127.6964624774,0.1283153158019141,-3.1136676733702235,-2.7019257293590138,-3.242962948649976,64.69197811838089,0.0008845660908469,0.0,0.0,0.0268514951132637,0.0011597644302214,0.0062234138747139,0.0207224349549067,0.7185245175511017,0.0073779364318045,0.1033828428250551,0.0432821464422096,0.0,0.0466788802310617,0.0003341694120977,0.0005595699567283,0.0012672228294058,0.0,0.0002149167983687,0.0014782082229263,0.0210579148352872,0,0,1,0,9,97.5469,91
Rieti,1.0,34042.53337832626,37703.06934900543,0.1075283067214293,9.86067659468164,6.02924581063287,11.06382314106671,45.59206560078383,0.0114667274846687,0.0,0.0,0.0239629263595357,0.0013240585880087,0.033500582839187,0.0052297146622066,0.2404053266433531,0.0171525771628402,0.3364249151082054,0.1208441031878769,0.0013303937965637,0.0789335309918402,0.006908544929299,0.0015901373473214,0.0642231767269778,0.0,0.0379732400790634,0.0124771932492017,0.0062528508438497,0,1,0,0,319,622.5712,537
Ripa Teatina,0.0,4903.475019282684,5150.173609855335,0.0503109712199042,5.451487954251097,3.713288873419334,5.99731752521429,90.06994963644226,0.0,0.0012981904012588,0.0,0.0002753737214791,0.0,0.0,0.0,0.6423682140047207,0.0,0.2960267505900865,0.0234461054287962,0.0,0.0084579071597167,0.0,0.0,0.0,0.0,0.0281274586939417,0.0,0.0,1,0,0,0,18,131.0376,129
Ripatransone,0.0,8975.225944851523,9544.992857142855,0.0634821803698625,-2.0619189360826256,2.1067455373796404,-3.370963662967747,49.25303266302144,0.0711981806560934,0.0,0.0,0.003768003924075,0.0,0.0003641660597232,0.0885443762355634,0.6119847793450957,0.0055293785394711,0.0621237570046226,0.1384797181800615,0.0,0.0,0.0,0.0,0.0,0.0,0.0028613047549682,0.0,0.0151463353003255,0,0,1,0,28,212.2889,209
Ripe San Ginesio,1.0,1015.6008484381026,1122.097140596745,0.1048603812436978,4.259215663743533,3.738028430498077,4.422878967361021,33.24993055537169,0.0384553239618678,0.0,0.0,0.0208434318952981,0.0,0.0827274196154467,0.0,0.0688317983519146,0.0,0.1185975117143318,0.6585878170948457,0.0,0.0,0.0,0.0,0.0,0.0,0.011956697366295,0.0,0.0,0,0,1,0,237,362.1032,358
Rivodutri,1.0,1931.7003278056304,2047.0321315551537,0.0597048113982241,-9.2227293887761,11.885102296853065,-15.851014284322709,36.1071963468457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9972602739726028,0.0,0.0,0.0,0.0,0.0,0.0027397260273972,0.0,0.0,0.0,0.0,0,1,0,0,371,883.2606,933
Rocca Santa Maria,1.0,932.0274681835712,952.3604430379746,0.0218158536615132,-19.050164867064208,-10.446897037155727,-21.75176449409501,20.454341650829,0.421209117938553,0.0,0.0,0.0,0.0,0.333994053518335,0.0,0.0,0.0,0.0,0.244796828543112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,599,1206.114,1085
Rocca Sinibalda,0.0,1207.2514269186272,1273.96875,0.055263817953532,-7.882025577612515,-2.497041943975732,-9.573019054024474,54.055398634106645,0.0,0.0,0.0,0.0,0.3216374269005848,0.0,0.0,0.0,0.0,0.0,0.3040935672514619,0.0,0.0,0.0,0.0,0.3742690058479532,0.0,0.0,0.0,0.0,0,1,0,0,412,757.1187,658
Rocca di Cambio,0.0,586.8128133436174,668.8492879746835,0.1398000738321103,8.93117488342596,-4.276420012465767,13.078626078734642,55.15435053141851,0.0,0.0,0.0,0.0,0.0,0.0663322185061315,0.0,0.0,0.0,0.0,0.3784838350055741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5551839464882943,1,0,0,0,1255,1601.641,1567
Rocca di Mezzo,0.0,3963.4054859236408,3933.593150994576,-0.0075218987900547,5.530007816446682,-8.1366761759823,9.821622247923289,59.54797468315902,0.0,0.0,0.0,0.0165289256198347,0.008595041322314,0.2826446280991735,0.0,0.1474380165289256,0.0,0.0138842975206611,0.5051239669421488,0.0,0.0,0.0,0.0,0.0257851239669421,0.0,0.0,0.0,0.0,1,0,0,0,916,1472.253,1396
Roccacasale,0.0,3.734033937524104,3.7364715189873423,0.0006528011003711,-21.619864886049925,-16.552684344976317,-23.21106178128928,82.34204698978724,0.0,0.0,0.0,0.0,0.0632054176072234,0.146726862302483,0.0,0.0492099322799097,0.0,0.5805869074492099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1602708803611738,0.0,1,0,0,0,269,741.5734,743
Roccafluvione,1.0,2582.411858850752,2474.948598553345,-0.0416135249414596,-16.413311702468683,-5.153028346526218,-19.949267796840186,21.262799963631203,0.0,0.0,0.0,0.0,0.0,0.0559531554977228,0.0,0.0368683582736933,0.0,0.9054435046627628,0.0,0.0,0.0,0.0017349815658208,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,205,539.1949,534
Roccamontepiano,0.0,1778.1136907057462,2080.5254972875227,0.1700745054506313,-8.54892833623359,-1.6727443692546702,-10.708188794917122,87.86788747732274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2014051522248243,0.0,0.0,0.6468384074941452,0.0,0.0,0.0,0.0,0.1327868852459016,0.0,0.0,0.0166276346604215,0.0023419203747072,1,0,0,0,124,323.904,289
Roccamorice,0.0,833.5109429232549,821.1885284810127,-0.0147837464485176,-17.722055367349494,-3.58207035639002,-22.16229586515524,87.79232822987669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,275,1010.071,929
Roccantica,0.0,1123.4377265715386,1295.18178119349,0.1528736756474013,-4.643587083733645,0.2021659829968413,-6.165251285823426,60.92179231296768,0.0030581039755351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9969418960244648,0.0,0.0,0,1,0,0,98,625.3795,625
Ronciglione,0.0,5846.462871191669,5894.793648282098,0.0082666696351699,-10.792284289241252,10.255115481971396,-17.40159234474562,92.61564017238796,0.0552021972462144,0.0,0.0,0.0091250767952007,0.0,0.0215387951284738,0.3395432040764699,0.0315854143326948,0.0194788768024285,0.3862166166744967,0.1125546601134762,0.0,0.0,0.0,0.0017888764410393,0.009775577319215,0.0,0.0047522677171045,0.0074084781901629,0.0010299591630226,0,1,0,0,247,424.431,408
Rosciano,0.0,3276.0534226764366,3674.9873191681736,0.1217727078961429,11.952300904037587,5.970019726869271,13.830857856646494,76.96565954537756,0.1212100596412454,0.0,0.0,0.0153071637526362,0.0009524457446084,0.0044674240878064,0.0,0.3355330294577862,0.0236070480985101,0.0710025625325986,0.0588702179286572,0.0,0.0558541397373971,0.0,0.0,0.0,0.0,0.0,0.0,0.3131959090187541,1,0,0,0,44,143.2681,139
Roseto degli Abruzzi,0.0,24261.08341689163,29645.481509945752,0.2219355995167663,4.10593700538841,-4.7987192218852,6.902178668214273,60.12261872346196,0.1870366303813617,0.0018822348401668,0.0,0.0180345982648583,0.011199297298993,0.0101814962372731,0.0002422505951696,0.4861795164050709,0.0125726316082999,0.1284015294900886,0.042468794986284,0.0,0.0529639970302516,0.0004025891185912,0.0013611346390466,0.0138814819462308,0.0,0.0126545436800479,0.0015720146535467,0.0189652588247186,1,0,0,0,0,75.79427,65
Rosora,0.0,1422.7723775549557,2035.0351152802891,0.4303307734843091,-9.51302871051732,12.450194148791944,-16.409923687891837,68.32140164113318,0.0003456925817917,0.0,0.0,0.0001063669482436,0.0,0.0027389489172731,0.0,0.9441839439091626,0.0119130982032849,0.018897861137949,0.0095198418678036,0.0,0.0,0.0003988760559135,0.0,0.0027744045666876,0.0,0.00912096581189,0.0,0.0,0,0,1,0,123,278.9185,285
Rotella,1.0,1685.6062186656382,2297.476288426763,0.3629970410559437,15.789834650241795,5.697369102582545,18.9590723978556,30.92726980439154,0.6269405968206749,0.0,0.0,0.0,0.0,0.0,0.0,0.3239750859905178,0.0,0.0,0.0490843171888072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,254,533.187,511
Salisano,0.0,863.9730428075588,1074.2935917721518,0.2434341565578681,-24.480798776792582,-2.727635374696169,-31.3117308476902,62.17300435196037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,123,573.2816,604
San Benedetto del Tronto,0.0,61118.1543289626,66585.31837703436,0.0894523747992335,-5.982630071496882,-4.947568566320873,-6.307660261376151,56.96909504781252,0.0503523249124832,0.0,0.0,0.0211669817859113,0.0002935222870785,0.0426451560969192,0.0017091046883068,0.2542148426072632,0.0267193632431562,0.3824183095079624,0.0696619683467136,0.0,0.018407479615417,0.0021066850437142,0.0020261872927428,0.0424478384390504,0.0,0.0272367085451307,0.0231097262880131,0.0354838013001368,0,0,1,0,0,50.33002,20
San Costanzo,0.0,5063.78350366371,5689.655255424955,0.1235976520932261,-8.195604048479419,1.75430462249849,-11.32007606143432,97.8550970328768,0.0,0.0,0.0,0.0661955845201918,0.0,0.0021235309193424,0.0,0.7701094716801523,0.0,0.089810712847362,0.0202467689378684,0.0,0.0,0.0,0.0,0.0366858272617434,0.0,0.0,0.0,0.0148281038333394,0,0,1,0,13,96.37214,96
San Demetrio ne' Vestini,0.0,1060.165609332819,1209.4548146473778,0.1408168723832771,-12.019169829694578,-3.378543276933763,-14.73250084922874,52.44265546933318,0.0,0.0,0.0,0.0,0.0086532806855414,0.0003360497353608,0.0,0.5080231874317399,0.0073930941779383,0.2296059816852894,0.1984373687305721,0.0,0.0280601529026295,0.0,0.0,0.0,0.0,0.0194908846509283,0.0,0.0,1,0,0,0,559,677.4354,653
San Gemini,0.0,4870.458985730814,5276.536742766727,0.0833756650503815,6.253999943440312,6.1883320427764215,6.274620988774364,51.80741020706089,0.0,0.0,0.0,0.0005514401779313,0.0,0.0061577486535668,0.0,0.1237799386063268,0.0046872415124165,0.1688877451611124,0.4733378673970185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2225980184916273,0,0,0,1,119,226.4964,209
San Ginesio,1.0,5760.288497878904,5581.6502034358045,-0.0310120395026879,-2.2417338213393303,-0.3024676394855556,-2.850702517559184,27.08638723218553,0.0192139513349452,0.0,0.0,0.0387880034981223,0.0,0.0,0.0,0.3790575646895416,0.1598076032717732,0.1520654354647873,0.1743659653274345,0.0,0.0,0.0,0.0,7.716446319255105e-05,0.0,0.0,0.0079993826842944,0.0686249292659087,0,0,1,0,196,469.5019,460
San Giovanni Teatino,0.0,16771.324344388737,19167.37428797468,0.1428658759668913,3.447825231820913,2.3775275231825663,3.7839203003037567,83.29820337767613,0.0,0.000428647276872,0.0,0.0035403991940132,0.0036264533821731,0.0021789569907662,0.0,0.3910594569493628,0.030984378729353,0.1788944797050127,0.3095239254998043,0.0425067097911805,0.0025775664849786,4.7086253898823e-05,4.059159818864052e-06,0.0030679129910974,0.0,0.0015968734727411,0.012788788925313,0.0171743051936138,1,0,0,0,10,60.29144,38
San Giustino,0.0,18021.69121673737,21548.62428797468,0.1957048885601661,17.94818492172129,5.18276154654407,21.95678534089888,108.331897285591,0.0093981427910205,0.0,0.0,0.0050444052302707,0.0,0.0042741842166165,0.0,0.7710490916454524,0.0015440580884054,0.1432574924785929,0.0539986403610275,0.0,0.0,0.000112097894006,9.040152742420735e-05,0.0027662867391807,0.0,0.0042344075445498,0.0025637873177505,0.0016670041657023,0,0,0,1,286,588.2709,600
San Lorenzo Nuovo,0.0,2478.964635557269,3019.9758702531644,0.218240803816177,-24.19844622730207,-20.14158511806324,-25.4723824427404,99.2817154731752,0.4088196769029253,0.0,0.0,0.0363848057051375,0.0,0.0,0.0,0.0113520593800029,0.0,0.3508950662203464,0.1400087323533692,0.030708776015136,0.0,0.0,0.0,0.0,0.0,0.0,0.0218308834230825,0.0,0,1,0,0,304,409.5545,386
San Lorenzo in Campo,0.0,5050.920015426147,5313.016919077758,0.0518909234062574,0.6246621561515379,0.7968583286465729,0.5705890847807472,83.8050166334727,0.0071160042964554,0.0,0.0,0.0033834586466165,0.0,0.003813104189044,0.0,0.6371374865735768,0.0,0.183485499462943,0.0916219119226638,0.0,0.0,0.0013694951664876,0.0,0.0077336197636949,0.0,0.0435821697099892,0.0186358754027926,0.0021213748657357,0,0,1,0,98,213.1796,200
San Marcello,0.0,4816.478249132279,4486.538788426764,-0.0685022216730567,-9.272519531735886,-10.736578184350396,-8.812775584662148,76.09135178545976,0.0618612157073695,0.0,0.0,0.0,0.0,0.0,0.0,0.2911511565357719,0.0,0.585126412049489,0.0169445938676707,0.0,0.0,0.0,0.0,0.0055137170521785,0.0,0.0,0.0,0.0394029047875201,0,0,1,0,47,140.2216,139
San Martino sulla Marrucina,0.0,970.8714712688006,1053.918309222423,0.0855384470666247,8.723940569651763,-2.631820841565905,12.289878699177882,95.35916110403848,0.0111700176719682,0.0,0.0,0.0,0.0,0.0031676169517521,0.0,0.625754392984562,0.0,0.005568337167817,0.3463038911673502,0.0,0.0,0.0,0.0,0.0080357440565502,0.0,0.0,0.0,0.0,1,0,0,0,174,312.7421,319
San Paolo di Jesi,0.0,1434.021548399537,1398.4689195298372,-0.024792255673828,-11.931318852785452,9.91566725938658,-18.791713147056583,65.04991926655582,0.0,0.0,0.0,0.0045794535185467,0.0,0.0,0.0,0.8229277972828576,0.0109525263318577,0.0,0.1615402228667379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,108,164.7681,150
San Pio delle Camere,0.0,445.69109139992287,459.7111776672695,0.0314569587274209,47.90239647040519,14.199814962614935,58.48568684698634,55.964782866239936,0.0,0.0,0.0,0.0,0.0,0.0295429208472686,0.0,0.0,0.0,0.9704570791527312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,740,890.6279,850
San Severino Marche,1.0,24037.324209409948,26223.35014692586,0.0909429817758227,-4.806384324604099,1.7274190927846065,-6.858130384879607,43.37759055213169,0.003447089936632,0.0,0.0,0.0233073879201635,0.0,0.0062300616285918,0.0,0.6653081231939344,0.0015100783896713,0.1670375977894349,0.028485928994691,0.0036645096000664,0.0170417485284641,0.0307589527487775,0.000596915803247,0.0044393142188506,0.0,0.0101396624856206,0.0023916162977779,0.0356410124640763,0,0,1,0,158,473.9237,438
San Valentino in Abruzzo Citeriore,0.0,726.9676340146548,808.459109403255,0.1120978040501833,0.4052782985650163,5.193726589977756,-1.098391048234152,79.5353990968431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1025064479862443,0.0,0.0292970041663911,0.0400105813107598,0.0019839957674756,0.7646319687851333,0.0,0.0,0.0,0.0,0.0,0.0048277230341908,0.0567422789498049,1,0,0,0,124,370.9896,370
San Venanzo,0.0,4947.343935595834,5267.687793851718,0.0647506747915845,-6.36745611252671,5.0834475818651015,-9.96327083799522,72.351777738771,0.1875099443118536,0.0,0.0,0.0,0.0,0.0146380270485282,0.0,0.5964200477326969,0.0,0.0,0.0280827366746221,0.0,0.0,0.0,0.0,0.0,0.0,0.1147175815433572,0.0,0.0586316626889419,0,0,0,1,169,448.5346,438
San Vito Chietino,0.0,121.04963362900116,169.72744122965642,0.4021309783542623,-10.336296875184876,0.8670599233169624,-13.854376882307868,107.2504903594008,0.0614442675976793,0.0,0.0,0.0,0.0007829747907788,0.0328464342557888,0.0,0.7866201160342968,0.0005262617446218,0.1011064332289367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0093186835754993,0.0013220721877085,0.0060327565846896,1,0,0,0,0,101.9597,113
Sant'Anatolia di Narco,1.0,1488.080524489009,1430.011369801085,-0.0390228577904842,-14.407833032103332,-7.894413970162274,-16.45317799361457,22.8115776024758,0.0,0.0,0.0,0.0001371773474473,0.0,0.0,0.0,0.8188344498045222,0.0,0.0,0.1810283728480303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,282,876.645,863
Sant'Angelo in Pontano,1.0,2754.208879676051,2328.563178119349,-0.1545437256765964,-23.10810860108834,-16.68701112406484,-25.124462722803365,30.8394543211802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3256301314807372,0.0088993512085893,0.6191364758569214,0.0031004191307343,0.0122581386002181,0.0,0.0,0.0,0.0,0.0,0.0309754837227995,0.0,0.0,0,0,1,0,146,346.168,349
Sant'Angelo in Vado,0.0,5066.844870806016,5447.619303797468,0.075150205443507,-6.196547765616229,-1.815707584289296,-7.572219944367902,106.98192016390772,0.005466157552616,0.0,0.0,0.0048979499068139,0.0,0.0140688213100595,0.0,0.6472566934860675,0.0,0.1991567798536297,0.108357198054457,0.0,0.0,0.0,0.0,1.136415291604164e-05,0.0,0.0,0.0,0.0207850356834401,0,0,1,0,297,465.8861,464
Sant'Egidio alla Vibrata,0.0,6015.521895487852,8213.67857142857,0.3654141260111648,23.9750892972224,2.3050667223050056,30.77991347143015,40.41978854297787,0.0001000117405086,0.0140277336904767,0.0,0.0048788336022054,0.0012392759149987,0.0035917259852243,0.0008914089914903,0.7473529501289282,0.001769772973349,0.1763728785553086,0.0239593343566418,0.0061007161710287,0.0,0.0004348336543855,0.0004696203467363,0.0030829706095933,0.0,0.008314019471851,0.0066833932679053,0.0007305205393676,1,0,0,0,50,241.9068,243
Sant'Elpidio a Mare,0.0,17474.825202468182,20250.065506329112,0.1588136231239068,2.632535518396579,1.0866738624376835,3.1179672584920373,58.35407160849956,1.4244719094139463e-05,0.0,0.0,0.0142330643239715,0.0,0.000576263636081,0.0,0.7347775751862173,0.0896510820806613,0.1142465320583878,0.007639054357848,0.0,0.0182047510023102,0.0006552570783304,0.0,0.0162182601759093,0.0,0.0,0.0007200058014855,0.003063909579703,0,0,1,0,1,74.40787,62
Sant'Eusanio Forconese,0.0,412.41846317007327,487.37166591320073,0.1817406576975149,-2.1316774421194062,-5.026777293299816,-1.2225576945072745,50.9338185459652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2401960784313725,0.284313725490196,0.0,0.0,0.0,0.0,0.4754901960784313,0.0,0.0,0.0,0.0,1,0,0,0,557,658.4636,585
Sant'Eusanio del Sangro,0.0,1340.8859236405708,1571.0104204339964,0.1716212339440676,-7.307020235978272,7.945899231132531,-12.096744600971718,109.175093710777,0.0063333333333333,0.0,0.0,0.1193333333333333,0.0235,0.0088333333333333,0.0,0.0893333333333333,0.0,0.4988333333333333,0.0935,0.0,0.0,0.0,0.0,0.0866666666666666,0.0,0.0,0.0123333333333333,0.0613333333333333,1,0,0,0,70,158.6094,152
Sant'Ippolito,0.0,2781.2086193598147,2752.044914104882,-0.010485982623499,-8.336134205190788,3.43997207233012,-12.034069101117865,92.61544747820632,0.0,0.0,0.0,0.0039246996354261,0.0,0.0021066402454861,0.0,0.5074598151158652,0.0004040131977644,0.1866060005579229,0.0034341121809979,0.0,0.0027799955750935,0.0,0.0,0.0,0.0,0.0,0.0,0.2932847234914436,0,0,1,0,67,190.9221,197
Sant'Omero,0.0,3886.481382568453,5145.209064195298,0.3238733336720608,6.404930551031794,5.382061580537339,6.726132039096902,48.28671263852255,0.0003586727753828,0.000338370542814,0.0,0.0016444808380761,0.0053394871656053,0.0102120229821272,0.0,0.4793086413069224,0.0054071612741681,0.4220292758193643,0.058050850325174,0.0080532189189737,0.0,0.0011572272564239,0.0,0.0002233245582572,0.0,0.0,0.0032889616761523,0.0045883045605581,1,0,0,0,22,122.8562,125
Santa Maria Nuova,0.0,3135.6825395295027,3458.709324141049,0.1030164184477728,-1.3813519988666034,-1.4500643474901316,-1.3597749354665325,68.71091976878388,0.1589973812196034,0.0,0.0,0.0668796224351779,0.0,0.0,0.0,0.4490776712998935,0.0,0.2903968459524015,0.0210077987855765,0.0,0.0078851189962301,0.0,0.0,0.0005180005180005,0.0,0.0018705574261129,0.0033670033670033,0.0,0,0,1,0,63,165.746,165
Santa Vittoria in Matenano,1.0,2119.3122830698035,1897.935895117541,-0.1044567097169848,-9.943494183449056,-8.86912979772498,-10.280866270561935,29.905054810008934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6984898899411313,0.0,0.2583823905810084,0.0431277194778602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,193,387.9696,381
Sante Marie,0.0,16.46925376012341,11.253492314647378,-0.3166968899407467,121.30871366819645,8.180519434691666,156.8332484601296,64.1968556623655,0.0076335877862595,0.1515812431842966,0.0,0.0,0.0,0.0,0.0,0.1788440567066521,0.0,0.0,0.0136314067611777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6483097055616139,1,0,0,0,748,945.6008,925
Sarnano,1.0,6055.611164674123,5768.338765822785,-0.0474390430692056,-5.394147882972368,-7.654895083220074,-4.684227662684962,18.02259958167271,0.000153586238673,0.0,0.0,0.0068601853273946,0.0,0.0038140582603798,0.0,0.494854861004454,0.1222034505708288,0.3438539906824348,0.0236522807556442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046075871601904,0,0,1,0,317,758.4519,619
Sassocorvaro,0.0,1291.8896355572697,1369.169891500904,0.0598195494542369,-21.839422417565064,-9.231723365579311,-25.7984942179514,114.79123130625952,0.0,0.0,0.0,0.1118721461187214,0.0,0.0,0.0,0.8493150684931506,0.0388127853881278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,118,304.8196,300
Sassoferrato,0.0,12378.76774971076,13476.007018535262,0.0886388121184469,-5.254754273074845,-0.1487741209915834,-6.858135028761659,69.1291416957693,0.0003180840116007,0.0,0.0,0.0029375994012536,0.0,9.355412105903264e-05,0.0,0.4177565721770044,0.0045467302834689,0.406866872485733,0.1412293011507157,0.0,0.0,0.0007110113200486,0.0,0.0,0.0,0.0,0.0,0.0255402750491159,0,0,1,0,249,483.318,433
Scafa,0.0,1783.1495661396068,1779.0528933092223,-0.002297436461964,11.52555854830897,2.7116722688433974,14.293296616687728,78.3714126844192,0.0,0.0,0.0,0.0038074085825335,0.0322836519393987,0.0079321012136114,0.0,0.0686126754977393,0.0846355199492345,0.1692710398984691,0.4280955024986119,0.0,0.0,0.0,0.0,0.025620686919965,0.0,0.0329975410486237,0.0,0.1467438724518124,1,0,0,0,99,180.7628,171
Scandriglia,0.0,2335.8737080601622,2191.077565551537,-0.0619880013242975,-9.886824373469116,-6.285069617875812,-11.01784801433963,67.76520631910387,0.6730486008836525,0.0,0.0,0.0,0.0,0.0,0.0,0.3269513991163476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,221,653.3627,600
Scheggia e Pascelupo,0.0,2948.542132664867,3012.6088494575047,0.0217282690597792,-1.0077823199856188,2.798534747303609,-2.2030426527630294,71.31779152401201,0.0050692801622169,0.0,0.0,0.0,0.0,0.0,0.0,0.9697532950321054,0.0,0.0,0.0248394727948631,0.0,0.0,0.0,0.0,0.0003379520108144,0.0,0.0,0.0,0.0,0,0,0,1,369,720.5606,682
Scheggino,1.0,1125.4075298881603,1231.1996609403254,0.0940033972073016,-13.587696950458414,1.8682149845824123,-18.4411650447524,25.8032145853195,0.0,0.0,0.0,0.1129363449691991,0.0,0.1166324435318275,0.0,0.7704312114989733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,269,795.6214,700
Scoppito,0.0,4316.980890860007,4771.716116636529,0.1053363999686205,-1.19960600651243,-2.563840358636948,-0.7712089032548224,37.29470309901102,0.0,0.0,0.0,0.0222123320925716,0.001456546366726,0.0194206182230134,0.0,0.0681744618870367,0.0924502346658035,0.1852646059232885,0.2373361385337433,0.0,0.0176403948859038,0.0414711118303932,0.0,0.0,0.0,0.0296973620326913,0.0,0.2848761935588283,1,0,0,0,666,1089.963,1083
Sefro,1.0,918.6781237948322,999.9650655515372,0.088482505081245,-7.656012129336623,-0.8689272522125117,-9.787293676671622,33.85757113157192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,468,887.9376,913
